Gene,T-stat,p-value,p-adj,-log10(p),-log10(p-adj),log2FC,Gene_clean,query,symbol
ENSG00000210194.1,-1.1225317778905586,0.2732184020532455,,0.5634900530101428,,-0.1890038161163743,ENSG00000210194,ENSG00000210194,MT-TE
ENSG00000154079.5,-1.1220176692640953,0.2734324088722512,,0.5631500114937873,,-0.5953245918645215,ENSG00000154079,ENSG00000154079,SDHAF4
ENSG00000235013.1,-1.1051768818106993,0.2805103412668442,,0.5520511234547357,,-0.6364582788574185,ENSG00000235013,ENSG00000235013,COX20P2
ENSG00000104980.7,1.082372845376732,0.2903046207213603,,0.5371460515337463,,0.3413444250658999,ENSG00000104980,ENSG00000104980,TIMM44
ENSG00000265354.3,-1.0617218058860367,0.299383814783736,,0.5237716820828547,,-0.388138064984884,ENSG00000265354,ENSG00000265354,TIMM23
ENSG00000205105.6,-1.0589130998120937,0.3006341039654389,,0.5219617545412619,,-0.8124894349256934,ENSG00000205105,ENSG00000205105,COX17P1
ENSG00000255379.1,-1.0586161434727854,0.3007665099632157,,0.5217705236252879,,-0.7170752012529863,ENSG00000255379,ENSG00000255379,CYCSP29
ENSG00000227666.1,-1.0574300909987064,0.3012957565960688,,0.5210069848214627,,-0.6497883593745332,ENSG00000227666,ENSG00000227666,CYCSP24
ENSG00000232901.1,1.0558269921218062,0.3020121502972724,,0.5199755845232751,,0.6620174719644389,ENSG00000232901,ENSG00000232901,CYCSP10
ENSG00000149313.10,-1.0459358582682972,0.3064590355371012,,0.513627569527876,,-0.3671857157654214,ENSG00000149313,ENSG00000149313,AASDHPPT
ENSG00000210195.2,-1.044911283942737,0.3069222981604599,,0.5129715585663474,,-0.3555812316540392,ENSG00000210195,ENSG00000210195,MT-TT
ENSG00000251306.1,-1.0405440183659784,0.3089025084288778,,0.5101785650154912,,-0.6060649950729806,ENSG00000251306,ENSG00000251306,NDUFB4P2
ENSG00000225155.4,-1.0389002005967647,0.3096501779496625,,0.509128666074128,,-0.7314679257260701,ENSG00000225155,ENSG00000225155,TOMM22P5
ENSG00000134375.10,1.0235402704081424,0.3166980448178409,,0.4993546178009453,,0.408595048806834,ENSG00000134375,ENSG00000134375,TIMM17A
ENSG00000214810.4,-1.0218195476370162,0.3174945324763644,,0.4982637492248876,,-0.4667215862269797,ENSG00000214810,ENSG00000214810,CYCSP55
ENSG00000237528.1,-1.0173026656551694,0.3195919628710005,,0.4954041508995478,,-0.6215350808947894,ENSG00000237528,ENSG00000237528,UQCR10P1
ENSG00000126267.8,1.0128004638457502,0.3216921753612224,,0.4925595024762442,,0.3828192440616647,ENSG00000126267,ENSG00000126267,COX6B1
ENSG00000237082.1,-1.0024219110805708,0.3265701558116921,,0.4860235065513423,,-0.6066835739779582,ENSG00000237082,ENSG00000237082,COX5BP6
ENSG00000125356.6,-1.002310071395912,0.3266229987998165,,0.4859532381535865,,-0.4214415348054727,ENSG00000125356,ENSG00000125356,NDUFA1
ENSG00000255987.1,-0.9974778392968788,0.3289118310189779,,0.4829205045840943,,-0.4556337903934214,ENSG00000255987,ENSG00000255987,TOMM20P2
ENSG00000167283.7,0.9788419992472952,0.3378424914848266,,0.4712857287826452,,0.2513763586526409,ENSG00000167283,ENSG00000167283,ATP5MG
ENSG00000112695.11,0.9691952530823348,0.3425300844012581,,0.4653012784323723,,0.3692495527633295,ENSG00000112695,ENSG00000112695,COX7A2
ENSG00000136521.12,-0.9614019165841796,0.346349296300472,,0.4604856904095081,,-0.3628926165638712,ENSG00000136521,ENSG00000136521,NDUFB5
ENSG00000139180.10,-0.9605353300973236,0.34677575684301,,0.459951271741752,,-0.357271911012511,ENSG00000139180,ENSG00000139180,NDUFA9
ENSG00000234108.1,0.9544854439421404,0.3497629246987264,,0.4562262281681557,,0.5682928889407718,ENSG00000234108,ENSG00000234108,COX6A1P1
ENSG00000185986.11,-0.945210808922929,0.3543760449208756,,0.4505356431910217,,-0.4323797132677529,ENSG00000185986,ENSG00000185986,SDHAP3
ENSG00000180389.6,0.9270477520123976,0.3635283613993681,,0.4394617011219817,,0.6664119432088894,ENSG00000180389,ENSG00000180389,ATP5F1EP2
ENSG00000229217.1,-0.9108739839853042,0.3718098720510652,,0.4296790833097243,,-0.5112338641834159,ENSG00000229217,ENSG00000229217,CYCSP11
ENSG00000224183.1,-0.906793234940002,0.3739189172638942,,0.4272225625122807,,-0.6284809671595948,ENSG00000224183,ENSG00000224183,SDHDP6
ENSG00000235957.1,-0.9026072357711692,0.3760905432082014,,0.4247075867693846,,-0.6885316871701038,ENSG00000235957,ENSG00000235957,COX7CP1
ENSG00000234925.2,-0.8954300027475418,0.3798332484799597,,0.4204070222230733,,-0.5039196480879906,ENSG00000234925,ENSG00000234925,ATP5PDP4
ENSG00000234861.2,-0.8925669208810071,0.3813330477837488,,0.4186955554706691,,-0.5597940057392345,ENSG00000234861,ENSG00000234861,ATP5F1AP1
ENSG00000260870.1,-0.8841993402217095,0.3857385079697133,,0.4137070036956221,,-0.3587886567126074,ENSG00000260870,ENSG00000260870,NDUFB10P1
ENSG00000249754.2,-0.8823046743962876,0.3867406193715612,,0.4125802115770771,,-0.0995356735509144,ENSG00000249754,ENSG00000249754,NDUFB4P9
ENSG00000210112.1,-0.8823046743962876,0.3867406193715612,,0.4125802115770771,,-0.1926450779423958,ENSG00000210112,ENSG00000210112,MT-TM
ENSG00000254959.6,-0.8823046743962872,0.3867406193715613,,0.4125802115770768,,-0.4563896383237253,ENSG00000254959,ENSG00000254959,INMT-MINDY4
ENSG00000262366.1,-0.8823046743962872,0.3867406193715613,,0.4125802115770768,,-0.2801079191927352,ENSG00000262366,ENSG00000262366,NDUFA3P6
ENSG00000234333.2,-0.8823046743962872,0.3867406193715613,,0.4125802115770768,,-0.1547278565008537,ENSG00000234333,ENSG00000234333,CYCSP53
ENSG00000218424.2,-0.8823046743962872,0.3867406193715613,,0.4125802115770768,,-0.1547278565008537,ENSG00000218424,ENSG00000218424,NDUFS5P1
ENSG00000271710.1,-0.8823046743962872,0.3867406193715613,,0.4125802115770768,,-0.2444489229668608,ENSG00000271710,ENSG00000271710,NDUFA8P1
ENSG00000234144.1,-0.8823046743962872,0.3867406193715613,,0.4125802115770768,,-0.1547278565008537,ENSG00000234144,ENSG00000234144,COX6CP13
ENSG00000204581.2,-0.8823046743962872,0.3867406193715613,,0.4125802115770768,,-0.2213846644914213,ENSG00000204581,ENSG00000204581,ACOXL-AS1
ENSG00000267590.1,-0.8823046743962872,0.3867406193715613,,0.4125802115770768,,-0.1547278565008537,ENSG00000267590,ENSG00000267590,NDUFA3P1
ENSG00000249047.2,-0.8823046743962875,0.3867406193715613,,0.4125802115770769,,-0.0995356735509144,ENSG00000249047,ENSG00000249047,COX6B1P5
ENSG00000156885.5,-0.8823046743962872,0.3867406193715613,,0.4125802115770768,,-0.1547278565008537,ENSG00000156885,ENSG00000156885,COX6A2
ENSG00000267376.1,-0.8823046743962875,0.3867406193715613,,0.4125802115770769,,-0.1926450779423958,ENSG00000267376,ENSG00000267376,ATP5MGP6
ENSG00000236258.1,-0.8823046743962872,0.3867406193715613,,0.4125802115770768,,-0.2801079191927352,ENSG00000236258,ENSG00000236258,TIMM8BP1
ENSG00000232880.1,-0.8823046743962875,0.3867406193715613,,0.4125802115770769,,-0.0995356735509144,ENSG00000232880,ENSG00000232880,NDUFB4P10
ENSG00000224263.1,-0.8823046743962875,0.3867406193715613,,0.4125802115770769,,-0.0995356735509144,ENSG00000224263,ENSG00000224263,CYCSP12
ENSG00000254224.1,-0.8823046743962872,0.3867406193715613,,0.4125802115770768,,-0.1547278565008537,ENSG00000254224,ENSG00000254224,UQCRB-AS1
ENSG00000241571.2,-0.8823046743962875,0.3867406193715613,,0.4125802115770769,,-0.0995356735509144,ENSG00000241571,ENSG00000241571,ATP5F1AP7
ENSG00000241788.2,-0.8823046743962875,0.3867406193715613,,0.4125802115770769,,-0.0995356735509144,ENSG00000241788,ENSG00000241788,COX6B1P2
ENSG00000259262.1,-0.8823046743962873,0.3867406193715614,,0.4125802115770768,,-0.0995356735509144,ENSG00000259262,ENSG00000259262,NDUFA3P4
ENSG00000223986.1,-0.8823046743962873,0.3867406193715614,,0.4125802115770768,,-0.0995356735509144,ENSG00000223986,ENSG00000223986,COX6A1P5
ENSG00000225183.1,-0.8823046743962873,0.3867406193715614,,0.4125802115770768,,-0.2444489229668608,ENSG00000225183,ENSG00000225183,COX7BP3
ENSG00000225428.1,-0.8823046743962873,0.3867406193715614,,0.4125802115770768,,-0.0995356735509144,ENSG00000225428,ENSG00000225428,NDUFB4P7
ENSG00000234523.1,-0.8823046743962873,0.3867406193715614,,0.4125802115770768,,-0.0995356735509144,ENSG00000234523,ENSG00000234523,NDUFB1P2
ENSG00000253994.1,-0.8823046743962873,0.3867406193715614,,0.4125802115770768,,-0.1926450779423958,ENSG00000253994,ENSG00000253994,NDUFB9P3
ENSG00000268681.1,-0.882304674396287,0.3867406193715614,,0.4125802115770767,,-0.3881445052255651,ENSG00000268681,ENSG00000268681,COX6CP7
ENSG00000232390.3,-0.882304674396287,0.3867406193715614,,0.4125802115770767,,-0.6105002542250745,ENSG00000232390,ENSG00000232390,NDUFA5P1
ENSG00000249074.1,-0.8823046743962873,0.3867406193715614,,0.4125802115770768,,-0.0995356735509144,ENSG00000249074,ENSG00000249074,NDUFB2P1
ENSG00000214319.2,-0.8823046743962873,0.3867406193715614,,0.4125802115770768,,-0.3289154313027131,ENSG00000214319,ENSG00000214319,CXADRP1
ENSG00000236900.1,-0.8823046743962873,0.3867406193715614,,0.4125802115770768,,-0.0995356735509144,ENSG00000236900,ENSG00000236900,TIMM9P1
ENSG00000230801.1,-0.8823046743962871,0.3867406193715614,,0.4125802115770767,,-0.0995356735509144,ENSG00000230801,ENSG00000230801,ATP5MFP7
ENSG00000254437.1,-0.882304674396287,0.3867406193715614,,0.4125802115770767,,-0.1547278565008537,ENSG00000254437,ENSG00000254437,COX6A1P4
ENSG00000270313.1,-0.8823046743962873,0.3867406193715614,,0.4125802115770768,,-0.0995356735509144,ENSG00000270313,ENSG00000270313,COX6CP16
ENSG00000235967.1,-0.8823046743962873,0.3867406193715614,,0.4125802115770768,,-0.1926450779423958,ENSG00000235967,ENSG00000235967,COX5BP3
ENSG00000099795.6,0.8738745274163048,0.3912199326666966,,0.407579026004518,,0.4690980136377192,ENSG00000099795,ENSG00000099795,NDUFB7
ENSG00000233548.1,-0.8509232437837532,0.4035843151952328,,0.3940657204245347,,-0.5022636661215142,ENSG00000233548,ENSG00000233548,CYCSP44
ENSG00000140990.14,0.8412276562983418,0.4088817521664573,,0.3884022709821059,,0.4273932645871588,ENSG00000140990,ENSG00000140990,NDUFB10
ENSG00000236088.9,-0.8404682116242957,0.4092985508869505,,0.3879597929626344,,-0.2872700714239181,ENSG00000236088,ENSG00000236088,COX10-DT
ENSG00000225077.2,-0.8382325513999197,0.4105270905505656,,0.3866581786458306,,-0.3314056698624504,ENSG00000225077,ENSG00000225077,ICMT-DT
ENSG00000126953.5,0.8332459752183073,0.41327571756312,,0.3837601113845163,,0.4542992749670023,ENSG00000126953,ENSG00000126953,TIMM8A
ENSG00000259467.1,-0.8226045550559719,0.4191800679822429,,0.3775993762417128,,-0.5315417055433886,ENSG00000259467,ENSG00000259467,NDUFAF4P1
ENSG00000171109.18,0.8175915863121456,0.4219797387570447,,0.3747084010697425,,0.1589094913865426,ENSG00000171109,ENSG00000171109,MFN1
ENSG00000116688.16,-0.8137292416280237,0.4241447559419194,,0.3724858981767963,,-0.2562794660510649,ENSG00000116688,ENSG00000116688,MFN2
ENSG00000119013.8,0.7959985940293844,0.4341721409815063,,0.3623380468561877,,0.4893836422248546,ENSG00000119013,ENSG00000119013,NDUFB3
ENSG00000233874.2,-0.7906953441529581,0.4371995055021697,,0.3593203379341382,,-0.3249350754550881,ENSG00000233874,ENSG00000233874,MFN1P1
ENSG00000203667.9,0.7813728497763281,0.4425525687173896,,0.3540351341234943,,0.2922803570104494,ENSG00000203667,ENSG00000203667,COX20
ENSG00000249222.1,0.7791759682149607,0.4438198365991316,,0.3527932908083435,,0.6067929143961462,ENSG00000249222,ENSG00000249222,ATP5MGL
ENSG00000196636.7,0.7790693269684262,0.4438814086346818,,0.3527330444237283,,0.4287507671058317,ENSG00000196636,ENSG00000196636,SDHAF3
ENSG00000075336.11,-0.7774551369462723,0.4448140373220798,,0.351821515860968,,-0.2582209598033539,ENSG00000075336,ENSG00000075336,TIMM21
ENSG00000249253.1,0.7689564546900121,0.4497439304827449,,0.3470346889621517,,0.2283977713663093,ENSG00000249253,ENSG00000249253,ATP5MC2P5
ENSG00000145494.11,0.7686348175468806,0.4499311515213712,,0.3468539368956075,,0.2451386321943005,ENSG00000145494,ENSG00000145494,NDUFS6
ENSG00000133983.14,-0.7662722578140271,0.4513078115766286,,0.3455271493177348,,-0.5219675901999261,ENSG00000133983,ENSG00000133983,COX16
ENSG00000010256.10,-0.7473592891919555,0.4624196216465205,,0.3349637459715863,,-0.2663824218622229,ENSG00000010256,ENSG00000010256,UQCRC1
ENSG00000177370.4,0.7464985498410537,0.4629291720261492,,0.3344854507773743,,0.5250932586072259,ENSG00000177370,ENSG00000177370,TIMM22
ENSG00000231378.1,-0.7441885772752419,0.4642983050652733,,0.3332029017358129,,-0.3397307779584332,ENSG00000231378,ENSG00000231378,NDUFAF4P4
ENSG00000156170.12,-0.7418962479703237,0.4656593537277224,,0.3319316689218047,,-0.1936493275374284,ENSG00000156170,ENSG00000156170,NDUFAF6
ENSG00000214318.3,-0.7411458079771983,0.4661054334164194,,0.3315158344434813,,-0.5991058332410732,ENSG00000214318,ENSG00000214318,ATP5MC1P6
ENSG00000168653.10,-0.732489512559702,0.471269204100194,,0.3267309390358894,,-0.3010774887213298,ENSG00000168653,ENSG00000168653,NDUFS5
ENSG00000277297.1,-0.7313012875693156,0.471980638187568,,0.326075816833645,,-0.5094915789769353,ENSG00000277297,ENSG00000277297,ATP5F1AP10
ENSG00000185633.10,-0.7299109127945547,0.4728139075460665,,0.3253097574193528,,-0.3329726147775178,ENSG00000185633,ENSG00000185633,COXFA4L2
ENSG00000167985.6,-0.7278457851504607,0.4740531573418975,,0.3241729565414123,,-0.4093151658955805,ENSG00000167985,ENSG00000167985,SDHAF2
ENSG00000198763.3,-0.7243746964929901,0.4761403842949318,,0.3222649818679726,,-0.1424491681867965,ENSG00000198763,ENSG00000198763,MT-ND2
ENSG00000151366.12,0.7188235258193622,0.4794895392624173,,0.3192208631339117,,0.3539656185610274,ENSG00000151366,ENSG00000151366,NDUFC2
ENSG00000003509.15,0.7167036967184744,0.4807720915811792,,0.3180607507059769,,0.139301162575127,ENSG00000003509,ENSG00000003509,NDUFAF7
ENSG00000156411.9,-0.7104962426354862,0.4845392029411959,,0.3146710794341334,,-0.2835304448315492,ENSG00000156411,ENSG00000156411,ATP5MJ
ENSG00000236691.3,0.7093375477768759,0.4852442639605626,,0.3140395896747862,,0.4303845510321684,ENSG00000236691,ENSG00000236691,NDUFA4P2
ENSG00000154174.7,0.7078064845616391,0.4861768174447802,,0.3132057536289315,,0.2119296717180178,ENSG00000154174,ENSG00000154174,TOMM70
ENSG00000115286.19,0.707780802406703,0.4861924689669769,,0.3131917725832137,,0.2476185608187253,ENSG00000115286,ENSG00000115286,NDUFS7
ENSG00000258626.2,-0.7062987238068008,0.4870961868454879,,0.3123852702197415,,-0.1689260283804392,ENSG00000258626,ENSG00000258626,COX7A2P1
ENSG00000186010.18,-0.7005069317355134,0.490637073815898,,0.3092396384668991,,-0.4587844254541631,ENSG00000186010,ENSG00000186010,NDUFA13
ENSG00000130770.17,0.6961003791275218,0.4933409317054073,,0.3068528503267648,,0.2395101903340424,ENSG00000130770,ENSG00000130770,ATP5IF1
ENSG00000160471.12,0.6940561924964093,0.4945981273183328,,0.305747532327439,,0.2376914177519825,ENSG00000160471,ENSG00000160471,COX6B2
ENSG00000240889.1,-0.6924194169371444,0.4956060762954484,,0.3048633776684384,,-0.447165153231245,ENSG00000240889,ENSG00000240889,NDUFB2-AS1
ENSG00000271332.1,0.6884722998332876,0.4980415689266755,,0.302734407436966,,0.1767637027980449,ENSG00000271332,ENSG00000271332,ATP5MGP8
ENSG00000167792.11,-0.6870712189809955,0.4989077093775252,,0.3019797850681356,,-0.27712257307672,ENSG00000167792,ENSG00000167792,NDUFV1
ENSG00000224524.1,-0.6827260842250708,0.501599268441411,,0.2996431055746487,,-0.1816418153898928,ENSG00000224524,ENSG00000224524,CYCSP42
ENSG00000214135.8,-0.6824246330030604,0.5017863036725607,,0.2994811969883423,,-0.2906198279351734,ENSG00000214135,ENSG00000214135,SDHAP4
ENSG00000185485.14,0.6710663699049556,0.508862133825874,,0.2933998652641106,,0.0986993284545487,ENSG00000185485,ENSG00000185485,SDHAP1
ENSG00000244381.1,0.6665058114917147,0.5117188317936677,,0.2909686002380002,,0.4428069783028127,ENSG00000244381,ENSG00000244381,SDHDP3
ENSG00000235700.1,-0.6631352283939218,0.5138358618206802,,0.2891755885723468,,-0.3726856074370683,ENSG00000235700,ENSG00000235700,CYCSP52
ENSG00000224877.3,-0.660223930078046,0.5156683242051125,,0.2876295450436104,,-0.3896909997014324,ENSG00000224877,ENSG00000224877,NDUFAF8
ENSG00000213310.3,-0.6474898622420905,0.5237258701471441,,0.2808959730057975,,-0.3705169920835044,ENSG00000213310,ENSG00000213310,CYCSP19
ENSG00000279307.2,-0.6456490697427281,0.5248963139836308,,0.2799264769978912,,-0.4314329454366847,ENSG00000279307,ENSG00000279307,NDUFAF2P1
ENSG00000165264.10,-0.6421740277341834,0.5271097608070493,,0.2780989416196251,,-0.2796405965107036,ENSG00000165264,ENSG00000165264,NDUFB6
ENSG00000255370.1,-0.6409569162089906,0.5278862060059948,,0.2774596862349744,,-0.356427047641058,ENSG00000255370,ENSG00000255370,CYCSP25
ENSG00000147684.7,0.6372165338574058,0.5302762340308059,,0.2754978366954445,,0.1987114370564051,ENSG00000147684,ENSG00000147684,NDUFB9
ENSG00000115944.14,-0.6351866799548517,0.5315757184978533,,0.2744348651319343,,-0.2600115759664191,ENSG00000115944,ENSG00000115944,COX7A2L
ENSG00000253813.1,0.635177756282528,0.5315814351078482,,0.2744301947176544,,0.2839482582906089,ENSG00000253813,ENSG00000253813,COX6B1P4
ENSG00000189043.9,-0.6317845423780035,0.5337575742376744,,0.2726559491073652,,-0.2592603066998166,ENSG00000189043,ENSG00000189043,COXFA4
ENSG00000116459.10,-0.6308879107495395,0.5343334035889564,,0.2721876752632828,,-0.206156444249921,ENSG00000116459,ENSG00000116459,ATP5PB
ENSG00000227440.1,0.630509308256301,0.5345766477655015,,0.2719900167132144,,0.4624003131355624,ENSG00000227440,ENSG00000227440,ATP5MC1P4
ENSG00000198804.2,-0.6228700258614912,0.5394974263821131,,0.2680106227340135,,-0.074395646645705,ENSG00000198804,ENSG00000198804,MT-CO1
ENSG00000217314.2,0.6220437911958943,0.5400310847776082,,0.2675812409939886,,0.3766569779127415,ENSG00000217314,ENSG00000217314,UQCRFS1P3
ENSG00000099800.7,0.6207064207619817,0.5408954782734438,,0.2668866491164496,,0.4015656792125195,ENSG00000099800,ENSG00000099800,TIMM13
ENSG00000158882.13,0.6200379220872877,0.5413278306763795,,0.2665396444432565,,0.2315616923735625,ENSG00000158882,ENSG00000158882,TOMM40L
ENSG00000258972.1,0.6149859196482276,0.5446011602793337,,0.2639214377254422,,0.1414724259528804,ENSG00000258972,ENSG00000258972,NDUFB8P1
ENSG00000178127.12,-0.6117423249514056,0.546708288753209,,0.2622443416334253,,-0.2683606890305668,ENSG00000178127,ENSG00000178127,NDUFV2
ENSG00000217718.1,0.60910193921006,0.5484267295899323,,0.2608813864308204,,0.3684261138903394,ENSG00000217718,ENSG00000217718,NDUFB4P4
ENSG00000142444.6,-0.6011484084364103,0.5536202569670216,,0.2567880274240487,,-0.2647042149339972,ENSG00000142444,ENSG00000142444,TIMM29
ENSG00000261679.2,-0.5986800212961767,0.5552372833129201,,0.2555213793806069,,-0.3845453255367816,ENSG00000261679,ENSG00000261679,ATP5PDP1
ENSG00000198712.1,-0.5921714651006506,0.5595127662911098,,0.2521899998120727,,-0.1327645267611812,ENSG00000198712,ENSG00000198712,MT-CO2
ENSG00000224927.2,-0.5821498377155998,0.5661291343012022,,0.2470844947520995,,-0.1995644918821865,ENSG00000224927,ENSG00000224927,NDUFA5P10
ENSG00000211459.2,-0.5809412517510246,0.5669297521997635,,0.2464707508461683,,-0.0771157745106252,ENSG00000211459,ENSG00000211459,MT-RNR1
ENSG00000152234.15,-0.5789253825686749,0.568266434613546,,0.2454479953587956,,-0.1835431212437342,ENSG00000152234,ENSG00000152234,ATP5F1A
ENSG00000169021.5,-0.563270566047039,0.5787011990070323,,0.2375456178237721,,-0.230035215046586,ENSG00000169021,ENSG00000169021,UQCRFS1
ENSG00000138495.6,0.5547696662539919,0.5844074653027355,,0.2332842449638259,,0.2615201338330984,ENSG00000138495,ENSG00000138495,COX17
ENSG00000224908.1,-0.5326227445242958,0.5994034219862975,,0.2222807820017789,,-0.373288614342174,ENSG00000224908,ENSG00000224908,TIMM8BP2
ENSG00000100216.5,-0.5297183446809575,0.6013837450468145,,0.2208483147321372,,-0.27681750134158,ENSG00000100216,ENSG00000100216,TOMM22
ENSG00000180190.11,-0.5192044545035687,0.6085786876900295,,0.2156832606217613,,-0.2831195605931818,ENSG00000180190,ENSG00000180190,TDRP
ENSG00000154518.9,-0.5174961317050215,0.6097515913613989,,0.2148470575684386,,-0.2721388936823385,ENSG00000154518,ENSG00000154518,ATP5MC3
ENSG00000227735.1,-0.5173895174253669,0.609824826304822,,0.2147948992429927,,-0.2829006741853478,ENSG00000227735,ENSG00000227735,CYCSP5
ENSG00000271180.1,0.5160376560330898,0.6107538013162679,,0.214133821308203,,0.3445640593640701,ENSG00000271180,ENSG00000271180,COX5AP1
ENSG00000109390.11,-0.5130664172136824,0.6127979320062894,,0.2126827089756035,,-0.2895082513295774,ENSG00000109390,ENSG00000109390,NDUFC1
ENSG00000099624.7,0.5099264590792855,0.6149616332884938,,0.2111519784861445,,0.2507869479954628,ENSG00000099624,ENSG00000099624,ATP5F1D
ENSG00000227941.1,0.5042869041860155,0.6188567444201951,,0.2084098716715845,,0.185239338847255,ENSG00000227941,ENSG00000227941,UQCRBP2
ENSG00000225712.1,-0.4992557164084555,0.6223413365777072,,0.2059713517531447,,-0.302220032550905,ENSG00000225712,ENSG00000225712,ATP5MC2P1
ENSG00000225176.2,0.4986627951454914,0.6227525900390963,,0.2056844575492265,,0.2915698329292557,ENSG00000225176,ENSG00000225176,ATP5MGP4
ENSG00000256103.2,0.4985036994111303,0.6228629610859105,,0.2056074939360547,,0.272477871106598,ENSG00000256103,ENSG00000256103,ATP5MFP5
ENSG00000065518.7,-0.4950122808131443,0.6252873687717064,,0.2039203442733604,,-0.2205942856451931,ENSG00000065518,ENSG00000065518,NDUFB4
ENSG00000198938.2,-0.4926731895523754,0.6269140349481029,,0.2027920073467397,,-0.0943867081175513,ENSG00000198938,ENSG00000198938,MT-CO3
ENSG00000157426.13,0.4924537422455041,0.6270667439132146,,0.2026862311461296,,0.1162998416631242,ENSG00000157426,ENSG00000157426,AASDH
ENSG00000237629.1,-0.4720029036704422,0.6413721130123806,,0.1928899272079121,,-0.3174811235619583,ENSG00000237629,ENSG00000237629,UQCRHP2
ENSG00000105197.10,-0.4657345224289957,0.6457857807649112,,0.1899115217272208,,-0.128945067759426,ENSG00000105197,ENSG00000105197,TIMM50
ENSG00000168306.12,0.4654413621219859,0.6459925272264737,,0.1897725058486899,,0.2015725282892919,ENSG00000168306,ENSG00000168306,ACOX2
ENSG00000235449.2,-0.4651769728432174,0.6461790084076371,,0.1896471544595177,,-0.3328890603042903,ENSG00000235449,ENSG00000235449,COX7CP2
ENSG00000178440.5,0.4607037192281361,0.6493377057996621,,0.1875293777444085,,0.1560226907000497,ENSG00000178440,ENSG00000178440,TIMM23B-AGAP6
ENSG00000117118.9,0.4570503119204495,0.6519224861300412,,0.185804039003107,,0.1744095178499197,ENSG00000117118,ENSG00000117118,SDHB
ENSG00000131495.8,-0.4531641382472867,0.6546768506653495,,0.1839730154336535,,-0.2711052674867206,ENSG00000131495,ENSG00000131495,NDUFA2
ENSG00000233659.1,0.4465632920726581,0.659366756648527,,0.180872952503822,,0.2868902378054914,ENSG00000233659,ENSG00000233659,NDUFA5P4
ENSG00000248919.7,-0.4448452380365119,0.6605897911096087,,0.1800681422689196,,-0.3048765239936423,ENSG00000248919,ENSG00000248919,ATP5MF-PTCD1
ENSG00000158864.12,0.4443540695652706,0.6609396181115892,,0.1798382148241431,,0.0941490351992148,ENSG00000158864,ENSG00000158864,NDUFS2
ENSG00000184983.9,-0.4362420700515156,0.6667286377537048,,0.1760508903802128,,-0.2653650328246339,ENSG00000184983,ENSG00000184983,NDUFA6
ENSG00000165629.19,0.4332035881827968,0.6689024941988221,,0.1746371846501987,,0.1502572686488349,ENSG00000165629,ENSG00000165629,ATP5F1C
ENSG00000241874.1,0.4331416655019027,0.6689468271332183,,0.1746084018142322,,0.1215715198481057,ENSG00000241874,ENSG00000241874,TOMM22P6
ENSG00000110717.11,0.4326975120936195,0.6692648504627645,,0.1744019833797635,,0.1941604747965226,ENSG00000110717,ENSG00000110717,NDUFS8
ENSG00000213025.2,-0.4258806528412532,0.6741537736565998,,0.1712410301213895,,-0.2862534622470081,ENSG00000213025,ENSG00000213025,COX20P1
ENSG00000227779.1,-0.4231788655395516,0.6760955273977979,,0.1699919370603043,,-0.2030518006943069,ENSG00000227779,ENSG00000227779,NDUFB3P5
ENSG00000226976.3,0.4218668645870769,0.6770392827662652,,0.1693861322104503,,0.2670069570247162,ENSG00000226976,ENSG00000226976,COX6A1P2
ENSG00000123545.5,-0.4202638694924379,0.6781930917702111,,0.1686466383582235,,-0.1909940329824013,ENSG00000123545,ENSG00000123545,NDUFAF4
ENSG00000231706.2,-0.4197878745069255,0.6785358601407443,,0.1684271952412308,,-0.2231311303596573,ENSG00000231706,ENSG00000231706,CYCSP43
ENSG00000198786.2,-0.4115678516978392,0.6844663082010884,,0.1646479244802755,,-0.04063390186984,ENSG00000198786,ENSG00000198786,MT-ND5
ENSG00000108958.4,0.4101565139424536,0.6854866406254577,,0.1640010047098899,,0.2615939578505463,ENSG00000108958,ENSG00000108958,SDHCP5
ENSG00000178741.11,-0.4045134127373677,0.6895724425918118,,0.1614201025624734,,-0.2315205695703329,ENSG00000178741,ENSG00000178741,COX5A
ENSG00000224451.2,0.3929732120620084,0.6979579531583453,,0.156170739642366,,0.1118619815268658,ENSG00000224451,ENSG00000224451,ATP5PBP1
ENSG00000130414.11,0.3918147206402567,0.6988019513402173,,0.1556458909599918,,0.0683280106334083,ENSG00000130414,ENSG00000130414,NDUFA10
ENSG00000147383.10,-0.3882736702434082,0.7013841786066234,,0.1540440348921216,,-0.1421080865212232,ENSG00000147383,ENSG00000147383,NSDHL
ENSG00000167863.11,-0.3881676403915098,0.7014615553014765,,0.1539961261722611,,-0.1367123248372387,ENSG00000167863,ENSG00000167863,ATP5PD
ENSG00000256093.1,-0.3787567542541974,0.7083423379284153,,0.149756799456486,,-0.2325886983099594,ENSG00000256093,ENSG00000256093,TOMM6P1
ENSG00000198899.2,-0.3759849829112195,0.7103738038424182,,0.1485130622300914,,-0.0614532479393418,ENSG00000198899,ENSG00000198899,MT-ATP6
ENSG00000237748.1,-0.3694553932753399,0.7151680806702936,,0.1455918771792885,,-0.2075405683917635,ENSG00000237748,ENSG00000237748,UQCRBP1
ENSG00000235547.3,-0.3688541070438982,0.7156101749898176,,0.14532349299215,,-0.2811710476260335,ENSG00000235547,ENSG00000235547,NDUFB11P1
